code_activity,name_activity,description,ar_name_activity,ar_description,subfield,field,definition
20810,Spécialiste en visualisation de données,,أخصائي تصور البيانات,,19,2,"Visualisation de données pour les auto-entrepreneurs algériens : activité impliquant la création de représentations visuelles des données pour aider les entreprises à comprendre, analyser et communiquer des informations de manière claire et accessible."
20809,Spécialiste en stockage de données,,أخصائي تخزين البيانات,,19,2,"Gestion, sécurisation et traitement de données volumineuses pour le compte de clients, en mettant en œuvre des solutions de stockage et de récupération efficaces."
20808,Spécialiste en exploration de données,,أخصائي استخراج البيانات,,19,2,"Expert qui analyse de grands volumes de données pour identifier des modèles, des tendances et des opportunités cachées, permettant aux entreprises de prendre des décisions éclairées et d'améliorer leurs opérations."
20807,Ingénieur(e) de données,,مهندس بيانات,,19,2,"Ingénieur(e) de données : Expert(e) qui conçoit, construit et entretient des systèmes de stockage et de traitement des données. Ils/elles analysent, interprètent et transforment les données brutes en informations exploitables pour améliorer les processus métier et la prise de décision des entreprises."
20806,Data engineer,,مهندس تطوير بيانات,,19,2,"Conception et gestion de bases de données et de systèmes de gestion de données pour optimiser le stockage, le traitement et l'analyse des données."
20805,Data analyst,,محلل بيانات,,19,2,"Un analyste de données en Algérie est un auto-entrepreneur qui utilise des techniques statistiques et informatiques pour collecter, organiser et interpréter des données afin d'identifier des tendances, des modèles et des informations exploitables."
20804,Data scientist,,عالم البيانات,,19,2,"Expert spécialisé dans l'analyse, l'interprétation et l'utilisation de données volumineuses pour identifier des tendances et faire des prédictions. Il aide les entreprises à exploiter leurs données pour prendre des décisions éclairées, améliorer les opérations et optimiser les résultats commerciaux."
20803,Architecte de solutions Big Data,,مهندس حلول البيانات الضخمة,,19,2,"Un architecte de solutions Big Data pour auto-entrepreneurs en Algérie conçoit et implémente des solutions technologiques pour gérer et analyser de vastes ensembles de données. Ils aident les entreprises à exploiter leurs données pour améliorer la prise de décision, l'efficacité opérationnelle et la satisfaction client."
20802,Analyste de données massives,,محلل البيانات الضخمة,,19,2,"Analyse et interprétation de vastes jeux de données pour identifier des tendances, des modèles et des informations exploitables, en utilisant des techniques de statistique, de programmation et de visualisation."
20801,Ingénieur(e) en big data,,مهندس بيانات ضخمة,,19,2,L'ingénieur en big data pour auto-entrepreneurs en Algérie est un professionnel spécialisé dans l'analyse et l'interprétation de vastes ensembles de données (big data) pour extraire des informations précieuses et guider la prise de décision.
20710,Développeur(se) de systèmes d'intelligence artificielle,,مطور أنظمة الذكاء الاصطناعي,,18,2,"Développement de systèmes logiciels exploitant l'intelligence artificielle pour automatiser les processus, résoudre des problèmes complexes et améliorer la prise de décision."
20709,Développeur(se) de chatbot,,مطور الشات بوت Chat-bot ,,18,2,"Le développeur de chatbot conçoit et crée des agents conversationnels automatisés qui interagissent avec les clients via des plateformes de messagerie. Il définit les règles de dialogue, personnalise les réponses et optimise les performances des chatbots pour améliorer l'expérience client."
20708,Spécialiste en reconnaissance vocale,,أخصائي التعرف على الصوت,,18,2,"Le spécialiste en reconnaissance vocale est un professionnel qui développe et utilise des technologies pour convertir la parole humaine en texte écrit ou en commandes. Il crée des modèles de langage, entraînent des systèmes de reconnaissance vocale et améliorent leur précision."
20707,Spécialiste en vision par ordinateur,,أخصائي في تقنية الرؤية الحاسوبية,,18,2,Analyste spécialisé dans l'utilisation d'algorithmes et de techniques d'apprentissage automatique pour extraire des informations visuelles à partir de données d'images numériques.
20706,Chercheur(euse) en intelligence artificielle,,باحث في الذكاء الاصطناعي,,18,2,"Activité impliquant l'étude, la conception et le développement de systèmes informatiques capables d'effectuer des tâches cognitives généralement réservées aux humains, telles que la résolution de problèmes, la prise de décision et l'apprentissage."
20705,Architecte de solutions en intelligence artificielle,,مهندس حلول الذكاء الاصطناعي,,18,2,"Conception, développement et implémentation de solutions d'intelligence artificielle personnalisées pour les entreprises, optimisant les processus, automatisant les tâches et améliorant les résultats commerciaux."
20704,Ingénieur(e) en apprentissage automatique,,مهندس التعلم الآلي,,18,2,Ingénieur(e) en apprentissage automatique pour auto-entrepreneurs en Algérie : Individu qui utilise des techniques d'apprentissage automatique pour développer des modèles et des algorithmes capables d'apprendre à partir des données et de prendre des décisions ou des prédictions sans être explicitement programmé.
20703,Ingénieur(e) en traitement du langage naturel,,مهندس معالجة اللغات الطبيعية,,18,2,"L'ingénierie en traitement du langage naturel consiste à concevoir et à développer des systèmes qui comprennent et génèrent le langage humain. Ces systèmes trouvent des applications dans diverses industries, notamment la recherche d'informations, la traduction automatique et la rédaction de contenu."
20702,Ingénieur(e) en deep learning,,مهندس التعلُّم العميق ,,18,2,"Conception et développement de modèles d'apprentissage automatique et d'apprentissage profond pour résoudre des problèmes complexes de traitement de données dans divers secteurs, tels que la reconnaissance d'images, le traitement du langage naturel et la conduite autonome."
20701,Ingénieur(e) en machine learning,,التعلم الآلي,,18,2,"Ingénieur(e) en machine learning pour auto-entrepreneurs en Algérie :

Expert(e) spécialisé(e) dans l'application de l'apprentissage automatique pour résoudre des problèmes commerciaux, automatiser des tâches et améliorer les performances des systèmes."
20609,Ingénieur(e) en traitement de la langue naturelle,,مهندس في معالجة اللغات الطبيعية,,17,2,"Ingénieur spécialisé dans la conception, le développement et la maintenance de systèmes informatiques capables de comprendre et traiter le langage humain, permettant l'interaction entre machines et humains."
20608,Ingénieur(e) de la vision par ordinateur,,مهندس رؤية الكمبيوتر,,17,2,"L'ingénieur(e) de la vision par ordinateur conçoit et développe des logiciels et des systèmes permettant aux ordinateurs d'interpréter et de traiter des images et des vidéos. Il(elle) travaille notamment sur la reconnaissance d'objets, la détection de mouvements et la segmentation d'images."
20607,Ingénieur(e) IoT (Internet des Objets),,مهندس إنترنت الأشياء (إنترنت الأشياء),,17,2,"Conception, développement et déploiement de systèmes connectés à Internet, permettant la collecte, l'analyse et l'exploitation de données pour optimiser les processus et améliorer la prise de décision dans divers secteurs industriels, tels que l'agriculture, la santé et la fabrication."
20606,Développeur(se) de jeux vidéo,,مطور ألعاب فيديو,,17,2,"Conception et développement de jeux vidéo pour consoles, PC et appareils mobiles, incluant la programmation, la conception graphique et sonore, et le test."
20605,Développeur(se) de réalité augmentée,,مطور الواقع المعزز,,17,2,"Développement et création d'applications et de solutions de réalité augmentée (RA) qui superposent des informations virtuelles au monde réel, permettant des expériences immersives et interactives."
20604,Développeur(se) de blockchain,,مطور Blockchain,,17,2,"Un développeur(se) de blockchain en Algérie est un professionnel spécialisé dans la création, la mise en œuvre et la maintenance d'applications décentralisées basées sur la technologie blockchain. Ces applications incluent les crypto-monnaies, les contrats intelligents et les registres distribués."
20603,Ingénieur(e) en robotique,,مهندس الروبوتات,,17,2,"Ingénieur(e) en robotique (auto-entrepreneur) : Développement, conception et maintenance de systèmes robotiques, automatisation de tâches, optimisation des processus de production et intégration de technologies robotiques dans diverses industries."
20602,Spécialiste en réalité virtuelle,,متخصص في الواقع الافتراضي,,17,2,"En tant qu'auto-entrepreneur spécialisé en réalité virtuelle en Algérie, vous concevez, développez et implémentez des expériences immersives et interactives utilisant la réalité virtuelle pour diverses applications, notamment les jeux vidéo, la formation, la simulation et le marketing."
20601,Ingénieur(e) en intelligence artificielle,,مهندس الذكاء الاصطناعي,,17,2,"Conception, développement et déploiement de solutions d'IA pour améliorer les processus métier, automatiser les tâches et créer de nouveaux produits et services."
20511,Spécialiste en service après-vente,,اخصائي خدمات ما بعد البيع,,16,2,"Technicien spécialisé dans l'entretien, la réparation et le dépannage de produits ou équipements, après leur vente, pour garantir la satisfaction client et la longévité des produits."
20510,Spécialiste en fidélisation de la clientèle,,أخصائي ولاء العملاء,,16,2,"Un spécialiste en fidélisation de la clientèle en Algérie conçoit et met en œuvre des stratégies visant à renforcer les relations avec les clients existants. Il analyse les habitudes d'achat, élabore des programmes de fidélisation et optimise les interactions avec les clients pour augmenter les ventes répétées et la satisfaction."
20509,Analyste des performances de service client,,محلل أداء خدمة العملاء,,16,2,"Analyse des données et des interactions client pour identifier les points forts et faibles du service client. Fournit des recommandations sur la façon d'améliorer la satisfaction client, l'efficacité et la productivité."
20508,Gestionnaire de projet de service client,,مدير مشروع خدمة العملاء,,16,2,"Assurer la gestion globale des projets de service client, de la conception à la mise en œuvre, pour optimiser l'expérience client et les performances de l'entreprise."
20507,Spécialiste de l'expérience client,,أخصائي تجربة العملاء,,16,2,"Un spécialiste de l'expérience client se concentre sur l'amélioration de l'interaction entre l'entreprise et ses clients, en s'assurant que chaque point de contact offre une expérience positive et mémorable."
20506,Spécialiste en relations publiques en ligne,,أخصائي العلاقات العامة عبر الإنترنت,,16,2,"Un spécialiste en relations publiques en ligne pour auto-entrepreneurs en Algérie crée, gère et exécute des campagnes de relations publiques sur les plateformes numériques, telles que les réseaux sociaux, les forums en ligne et les sites Web, afin d'améliorer la réputation et la visibilité de leur entreprise."
20505,Gestionnaire de contenu en ligne,,مدير المحتوى عبر الإنترنت,,16,2,"Création et gestion de contenu numérique pour des plateformes en ligne, telles que des sites web, des réseaux sociaux ou des blogs."
20504,Community manager,,مسير محتوى عبر الأنترنيت,,16,2,"Gestion des réseaux sociaux et de la communauté en ligne pour les marques ou les entreprises, en créant du contenu, en animant les discussions et en interagissant avec les clients."
20503,Spécialiste en vente en ligne,,متخصص في المبيعات عبر الإنترنت,,16,2,"Le spécialiste en vente en ligne est un auto-entrepreneur en Algérie qui se charge de la vente de produits ou de services via des plateformes en ligne. Il crée et gère des boutiques en ligne, optimise le référencement, gère les commandes et assure le service client."
20502,Spécialiste en communication client,,أخصائي اتصالات العملاء,,16,2,"Un spécialiste en communication client pour auto-entrepreneurs en Algérie est un professionnel qui fournit des services de gestion de la relation client, notamment :

* Réception et traitement des demandes de renseignements et des réclamations
* Fourniture de support par téléphone, e-mail et chat en direct
* Gestion des bases de données clients et des systèmes CRM
* Création de contenu pour les plateformes de médias sociaux et les sites Web de l'entreprise"
20501,Spécialiste du support technique,,أخصائي دعم تقني,,16,2,"Technicien chargé de fournir une assistance technique aux clients, notamment pour la résolution de problèmes logiciels, matériels ou réseau. Ils peuvent également assurer des formations et des conseils sur l'utilisation des produits et services."
20411,Analyste de la cybersécurité,,محلل الأمن السيبراني,,15,2,Analyse et prévention des cybermenaces pour protéger les systèmes informatiques et les données des entreprises contre les attaques malveillantes.
20410,Architecte de solutions Cloud,,مهندس الحلول السحابية,,15,2,"Conception et mise en œuvre de solutions informatiques basées sur le Cloud (services hébergés à distance), optimisant les infrastructures et les applications pour les entreprises."
20409,Développeur(se) agile,,مطور البرمجيات اللينة,,15,2,"Développement logiciel selon la méthodologie agile, caractérisée par une collaboration étroite avec le client, des cycles de développement courts et des livraisons fréquentes."
20408,Scrum master,,خبير سكروم scrum,,15,2,"Un Scrum master est un facilitateur qui guide une équipe de projet à travers le cadre de travail agile Scrum. Il veille au respect des méthodologies Scrum, organise les cérémonies Scrum et soutient l'équipe pour atteindre ses objectifs."
20407,Chef(fe) de projet numérique,,مدير مشروع رقمي,,15,2,"Responsable de la conception, du développement et de la mise en œuvre de projets numériques pour des clients. Travaille en collaboration avec des équipes de développeurs, de concepteurs et de spécialistes du marketing pour réaliser des projets innovants et efficaces."
20406,Administrateur(trice) de base de données,,مسؤول قاعدة البيانات ,,15,2,"Responsable de la gestion et de la maintenance des bases de données pour les entreprises ou les organisations. Ils assurent la sécurité, l'intégrité et la disponibilité des données, gèrent les accès et les autorisations, et optimisent les performances des systèmes de base de données."
20405,Analyste en sécurité informatique,,محلل أمن تكنولوجيا المعلومات,,15,2,"Analyste en sécurité informatique pour auto-entrepreneurs en Algérie : professionnel indépendant qui évalue les systèmes informatiques, identifie les vulnérabilités et conçoit des stratégies de sécurité pour protéger les données et les réseaux contre les cyberattaques."
20404,Analyste de la performance du site web,,محلل أداء الموقع,,15,2,"Un analyste de la performance du site web est un professionnel qui évalue et améliore les performances techniques et commerciales d'un site internet. Il identifie les goulots d'étranglement, optimise les temps de chargement, analyse le comportement des utilisateurs et suit les indicateurs clés de performance (KPI) pour améliorer l'expérience utilisateur et augmenter les conversions."
20403,Consultant(e) en transformation numérique,,استشاري في التحول الرقمي,,15,2,"Accompagne les auto-entrepreneurs algériens dans leur transition digitale en les aidant à :

* Définir et mettre en œuvre des stratégies numériques
* Optimiser leur présence en ligne (site web, réseaux sociaux)
* Automatiser les processus commerciaux
* Améliorer l'expérience client et les ventes"
20402,Gestionnaire de projet informatique,,مدير مشروع تكنولوجيا المعلومات,,15,2,"Conception, développement, mise en œuvre et gestion de projets informatiques pour les clients, en tant que travailleur indépendant enregistré en Algérie."
20401,Analyste de données,,محلل بيانات,,15,2,Analyse et interprétation des données brutes pour en extraire des informations précieuses qui aident les entreprises à prendre des décisions éclairées.
20312,Spécialiste en stratégie de contenu,,متخصص في استراتيجية المحتوى,,14,2,"Un spécialiste en stratégie de contenu élabore et met en œuvre des stratégies de contenu pour aider les entreprises à communiquer efficacement avec leur public cible. En Algérie, les auto-entrepreneurs dans ce domaine fournissent des services tels que la création de contenu, la gestion des médias sociaux, la rédaction de textes marketing et l'optimisation du référencement naturel."
20311,Planificateur(trice) de campagnes publicitaires numériques,,مخطط حملات الإعلان الرقمي,,14,2,"Un planificateur de campagnes publicitaires numériques en Algérie est responsable de la conception, de la mise en œuvre et de la gestion de campagnes publicitaires en ligne pour le compte de petites entreprises. Ils analysent les données démographiques et les comportements du public cible, sélectionnent les plateformes et les tactiques publicitaires appropriées, optimisent les campagnes pour obtenir les meilleurs résultats et mesurent leur efficacité."
20310,Consultant(e) en marketing numérique,,استشاري التسويق الرقمي,,14,2,"Spécialiste indépendant qui aide les entrepreneurs à élaborer et mettre en œuvre des stratégies de marketing numérique pour améliorer leur visibilité en ligne, générer des prospects et développer leurs activités."
20309,Analyste de données marketing,,محلل بيانات التسويق,,14,2,"L'analyste de données marketing collecte, analyse et interprète les données marketing pour aider les entreprises à prendre des décisions éclairées. Il utilise des méthodes quantitatives et qualitatives pour identifier les tendances, mesurer l'efficacité des campagnes et améliorer les stratégies marketing."
20308,Responsable marketing digital,,مسؤول التسويق الرقمي,,14,2,"Responsable de la création et de la mise en œuvre de stratégies marketing numériques pour promouvoir les produits ou services des entreprises. Coordonne des campagnes sur diverses plateformes telles que les réseaux sociaux, les moteurs de recherche et le marketing par courriel pour générer des prospects, accroître la notoriété de la marque et stimuler les ventes."
20307,Spécialiste en marketing d'influence,,متخصص في تسويق التأثير,,14,2,"Un Spécialiste en marketing d'influence est un auto-entrepreneur qui collabore avec des influenceurs sur les réseaux sociaux pour promouvoir des produits ou services auprès de leur public ciblé. Ils identifient les influenceurs pertinents, négocient les partenariats et créent des campagnes marketing efficaces pour maximiser l'impact des influenceurs."
20306,Spécialiste en publicité en ligne,,متخصص في الإعلان عبر الإنترنت,,14,2,"Un spécialiste en publicité en ligne pour auto-entrepreneurs en Algérie aide les entreprises à élaborer et diffuser des campagnes publicitaires en ligne efficaces. Il optimise les budgets publicitaires, analyse les données et suit les résultats pour maximiser le retour sur investissement."
20305,Spécialiste en marketing sur les réseaux sociaux,,متخصص في التسويق على وسائل التواصل الاجتماعي,,14,2,"Un spécialiste en marketing sur les réseaux sociaux pour les auto-entrepreneurs en Algérie est une personne qui aide les entreprises à promouvoir leurs produits ou services via les plateformes de réseaux sociaux. Ils créent du contenu, gèrent les campagnes publicitaires et analysent les résultats pour optimiser les stratégies marketing."
20304,Spécialiste en marketing par e-mail,,متخصص في التسويق عبر البريد الإلكتروني,,14,2,"Un spécialiste en marketing par e-mail planifie, crée et met en œuvre des campagnes de marketing par e-mail pour les entreprises. Son objectif est d'établir des relations avec les clients, de promouvoir des produits et services, et de générer des prospects."
20303,Spécialiste en référencement payant (SEA),,مُتخصّص في التحسين المدفوع لمحركات البحث (SEA),,14,2,"Optimisation de la visibilité des sites web dans les résultats sponsorisés des moteurs de recherche (Google AdWords, etc.) pour générer du trafic ciblé vers les entreprises."
20302,Spécialiste en référencement naturel (SEO),,مُتخصّص في التحسين الطبيعي لمحركات البحث (SEO),,14,2,"Un spécialiste SEO aide les auto-entrepreneurs algériens à améliorer la visibilité en ligne de leurs sites web dans les résultats des moteurs de recherche (SERP) en optimisant leur contenu, leur structure et leur présence sur les réseaux sociaux."
20301,Créateur de contenu sur les réseaux sociaux,,صانع محتوى على وسائل التواصل الاجتماعي,,14,2,"Activité indépendante consistant à produire et diffuser du contenu sur les réseaux sociaux (vidéos, images, textes) dans le but d'informer, divertir ou promouvoir des produits/services."
20210,Designer d'interfaces utilisateur pour l'IA,,مصمم واجهة المستخدم بالذكاء الاصطناعي (IA),,13,2,"Conception et création d'interfaces utilisateur visuellement attrayantes et fonctionnelles pour les systèmes d'intelligence artificielle, facilitant l'interaction utilisateur et améliorant l'expérience globale."
20209,Designer de produits numériques,,مصمم المنتجات الرقمية,,13,2,"Activité consistant à concevoir et à réaliser des interfaces utilisateur, des applications et des sites web pour des produits numériques tels que les smartphones, les tablettes et les ordinateurs."
20208,Designer 3D,,مصمم ثلاثي الابعاد (3D),,13,2,"Activité consistant à utiliser des logiciels spécialisés pour concevoir des modèles 3D, des environnements, des personnages ou des objets animés pour des utilisations diverses, telles que la visualisation architecturale, les jeux vidéo et l'impression 3D."
20207,Designer de jeux vidéo,,مصمم لعبة فيديو,,13,2,"Conception, développement et maintenance de jeux vidéo pour diverses plateformes, y compris consoles, ordinateurs et appareils mobiles. Implique la création de concepts, personnages, environnements, mécanismes de gameplay et expériences immersives."
20206,Motion designer,,مصمم الحركة,,13,2,"Concevoir et animer des graphiques en mouvement pour des vidéos, des sites Web et des présentations. Ces graphiques peuvent prendre diverses formes, telles que des logos, des infographies, des animations de personnages ou des effets visuels."
20205,Infographiste,,مصمم انفوجرافيك,,13,2,"L'infographie pour auto-entrepreneurs en Algérie consiste à créer des visuels pour communiquer et diffuser des informations ou des idées. Elle couvre des domaines tels que la conception de logos, d'affiches, de brochures et d'éléments de médias sociaux, en utilisant des logiciels de conception graphique et des techniques d'illustration."
20204,Illustrateur(trice),,مصمم صور,,13,2,"Création d'images visuelles pour des livres, des magazines, des sites web, des emballages de produits et d'autres supports marketing. Implique l'utilisation de techniques dessinées, numériques ou les deux pour transmettre des concepts visuellement."
20203,Designer web,,مصمم ويب,,13,2,"Le design web consiste à concevoir et développer des interfaces utilisateur et des sites web esthétiques et fonctionnels. Les auto-entrepreneurs en Algérie peuvent créer et maintenir des sites web pour les entreprises, les organismes à but non lucratif et les particuliers."
20202,Designer UX/UI,,مصمم تجربة المستخدم/واجهة المستخدم (UI/UX) ,,13,2,"La conception UX/UI (expérience utilisateur/interface utilisateur) pour les auto-entrepreneurs en Algérie consiste à concevoir et à améliorer l'expérience interactive des utilisateurs lorsqu'ils interagissent avec des produits numériques tels que des sites Web, des applications et des logiciels."
20201,Designer graphique,,مصمم جرافيك,,13,2,"Le designer graphique en Algérie est un travailleur indépendant qui conçoit des visuels pour des supports de communication tels que des logos, des brochures, des affiches et des sites internet. Il utilise des logiciels de création graphique et ses compétences artistiques pour créer des designs esthétiques et efficaces qui transmettent des messages clairs."
20113,Développeur(se) Swift,,مطور Swift,,12,2,Développement d'applications mobiles iOS à l'aide du langage de programmation Swift.
20112,Développeur(se) Ruby,,مطور Ruby,,12,2,Création et développement d'applications web et mobiles à l'aide du langage de programmation Ruby.
20111,Développeur(se) JavaScript,,مطور JavaScript,,12,2,Développeur(se) JavaScript : Professionnel indépendant qui crée et maintient des applications et des sites web interactifs en utilisant le langage de programmation JavaScript.
20110,Développeur(se) C++,,مطور C++,,12,2,"Le développeur C++ est un professionnel qui conçoit, code et maintient des logiciels en utilisant le langage de programmation C++. Il crée des applications, des systèmes et des bibliothèques efficaces et performantes, assurant la stabilité, la fiabilité et l'évolutivité des logiciels."
20109,Développeur(se) PHP,,مطور PHP,,12,2,"Le développement PHP est une activité pour auto-entrepreneurs en Algérie qui consiste à concevoir, développer et maintenir des applications web à l'aide du langage de programmation PHP."
20108,Développeur(se) Java,,مطور Java,,12,2,"Développeur(se) Java pour auto-entrepreneurs en Algérie : Personne qui crée, teste et maintien des applications et des systèmes informatiques en utilisant le langage de programmation Java."
20107,Développeur(se) Python,,مطور Python,,12,2,"Un Développeur(se) Python est un auto-entrepreneur spécialisé dans la conception, le développement et la maintenance d'applications logicielles en utilisant le langage de programmation Python."
20106,Développeur(se) back-end,,مطور الخلفية,,12,2,"Conception, développement et maintenance de l'architecture et de la logique de base des applications Web et mobiles. Responsable de la gestion des bases de données, de l'optimisation des performances et de l'intégration avec les systèmes frontaux."
20105,Développeur(se) front-end,,مطور واجهة المستخدم,,12,2,"Développeur(se) front-end : Personne en charge de créer et de maintenir la partie visible d'un site web ou d'une application mobile, notamment l'interface utilisateur, le design et la mise en page."
20104,Développeur(se) full-stack,,مطور متعدد المهام Full-stack ,,12,2,"Développeur(se) full-stack : Professionnel spécialisé dans la conception et le développement d'applications Web et mobiles complètes, maîtrisant à la fois les aspects front-end (interface utilisateur) et back-end (base de données, logique métier)."
20103,Développeur(se) logiciel,,مطور برمجيات,,12,2,Créer et concevoir des logiciels et des applications pour les entreprises et les particuliers.
20102,Développeur(se) mobile,,مطور تطبيقات الجوال,,12,2,"Développeur(se) mobile : Professionnel(le) indépendant(e) spécialisé(e) dans la conception, le développement et la maintenance de logiciels et d'applications pour les appareils mobiles, comme les smartphones et les tablettes."
20101,Développeur(se) web,,مطور ويب,,12,2,"Un développeur web est un professionnel qui crée et maintient des sites web et des applications web. Il maîtrise les langages de programmation front-end (HTML, CSS, JavaScript) et back-end (PHP, Python, Java)."
11118,Protectionniste principal superviseur en météorologie,,مشرف رئيسي على الوقاية في الأرصاد الجوية,,11,1,"L'activité de Protectionniste principal superviseur en météorologie en Algérie consiste à superviser et coordonner les activités de protection météorologique en Algérie. Cela implique de prévoir et d'avertir de phénomènes météorologiques dangereux, de fournir des informations météorologiques aux différents secteurs de l'économie et de sensibiliser le public aux risques météorologiques."
11117,Protectionniste principal de la météorologie aéronautique,,مكلف رئيسي بالوقاية في الأرصاد الجوية للطيران,,11,1,"Responsable de la sécurité météorologique dans le domaine de l'aviation, assurant la protection des aéronefs et des passagers contre les aléas météorologiques."
11116,Protectionniste assistance en météorologie,,مكلف بالوقاية في الأرصاد الجوية للمساعدة,,11,1,"Service de fourniture d'informations météorologiques aux professionnels, notamment aux auto-entrepreneurs, pour les aider à optimiser leurs décisions d'affaires en fonction des conditions météorologiques prévues."
11115,Protectionniste aéronautique en météorologie,,مكلف بالوقاية في الأرصاد الجوية للطيران,,11,1,"Gestion et installation de systèmes de détection et de prévision météorologique, tels que les radars, les stations de mesure et les logiciels de prévision, pour assurer la sécurité des activités aéronautiques."
11114,Prévisionniste principal médias en météorologie,,مُتنبأ جوي رئيسي لوسائل الإعلام,,11,1,"Prévoir et analyser les conditions météorologiques pour les médias, en fournissant des informations précises et opportunes sur les prévisions, les alertes et les tendances climatiques."
11113,Prévisionniste principal assistance en météorologie,,مُتنبأ جوي رئيسي للمساعدة في الأرصاد الجوية,,11,1,Prévisionniste principal assistance en météorologie : Personne chargée de fournir des prévisions météorologiques précises et de conseiller les autorités et le public sur les conditions météorologiques actuelles et futures.
11112,Prévisionniste principal aéronautique en météorologie,,مُتنبأ جوي رئيسي للطيران,,11,1,"Fournir des prévisions météorologiques détaillées et précises pour les opérations aéronautiques, garantir la sécurité des vols et optimiser la planification des itinéraires."
11111,Prévisionniste médias en météorologie,,مُتنبأ جوي لوسائل الإعلام,,11,1,"Activité dédiée à la prévision du temps et des conditions météorologiques pour les médias (TV, radio, presse écrite, sites web, etc.) en Algérie. Elle implique la collecte, l'analyse et l'interprétation des données météorologiques pour fournir des prévisions précises et fiables."
11110,Prévisionniste général en météorologie,,مُتنبأ جوي عام,,11,1,"Fourniture de prévisions météorologiques générales à court et moyen terme pour diverses applications, telles que la navigation aérienne, la prévision des récoltes, la gestion des risques et la planification d'événements en extérieur."
11109,Prévisionniste assistance régionale en météorologie,,مُتنبأ جوي إقليمي للمساعدة في الأرصاد الجوية,,11,1,"Activité d'assistance régionale en météorologie pour les auto-entrepreneurs algériens, fournissant des prévisions météorologiques détaillées à des fins spécifiques, telles que l'agriculture, la navigation ou l'industrie."
11108,Prévisionniste assistance en météorologie,,مُتنبأ جوي للمساعدة في الأرصاد الجوية,,11,1,"Activité consistant à fournir des prévisions météorologiques spécialisées et des conseils aux particuliers, aux entreprises et aux organisations."
11107,Prévisionniste aéronautique régional en météorologie,,مُتنبأ جوي إقليمي للطيران,,11,1,"Fournir des prévisions météorologiques détaillées pour les opérations aéronautiques dans une région spécifique, en tenant compte des besoins des pilotes et des compagnies aériennes."
11106,Prévisionniste aéronautique en météorologie,,مُتنبأ جوي للطيران,,11,1,"Activité consistant à prévoir les conditions météorologiques dans le domaine aéronautique, afin d'assurer la sécurité et l'efficacité des vols. Elle implique la collecte, l'analyse et l'interprétation des données météorologiques pour fournir des prévisions et des avertissements météorologiques aux pilotes et aux compagnies aériennes."
11105,Observateur principal instructeur en météorologie,,ملاحظ جوي رئيسي مدرب في الأرصاد الجوية,,11,1,"L'Observateur principal instructeur en météorologie est chargé d'observer et d'enregistrer les conditions météorologiques, de former et de superviser le personnel d'observation, et d'assurer la maintenance des équipements météorologiques."
11104,Observateur météorologique principal,,ملاحظ جوي رئيسي,,11,1,"Surveillance et prévision des conditions météorologiques, analyse des données météorologiques, rédaction de bulletins de prévisions, alerte aux tempêtes et autres événements météorologiques importants."
11103,Contrôleur d'observations météorologiques,,مُراقب للملاحظات الجوية,,11,1,"Personne qualifiée qui effectue des observations et des enregistrements météorologiques à l'aide d'instruments et de logiciels spécialisés. Ces observations comprennent la température, la pression atmosphérique, les précipitations, la vitesse et la direction du vent, et l'état du ciel."
11102,Assistant technique de climatologie,,مساعد فني في علم المناخ,,11,1,"L'activité d'assistant technique de climatologie pour auto-entrepreneurs en Algérie consiste à fournir des services d'expertise et de conseil en matière de climatologie, tels que la collecte et l'analyse de données climatiques, l'élaboration de prévisions météorologiques, la réalisation d'études d'impact climatique et la mise en œuvre de mesures d'adaptation au changement climatique."
11101,Archiviste climatologique,,مكلف بأرشيف البيانات المناخية,,11,1,"Collecte, traite, analyse et interprète les données sur le climat, fournissant des informations essentielles pour la prise de décisions en matière de planification et d'adaptation au changement climatique."
11004,Technicien supérieur en topographie et géodésie,,تقني سامي في الطبوغرافيا والمساحة التطبيقية (الجيوديسيا),,10,1,"Technicien expert en détermination des positions géographiques, reliefs et autres caractéristiques des terrains à l'aide d'instruments de mesure spécialisés."
11003,Technicien chargé des opérations de travaux cartographiques,,تقني مكلف بعمليات الأشغال الخرائطية,,10,1,"Technicien chargé d'opérations cartographiques en Algérie : Spécialiste indépendant responsable de la collecte, du traitement et de la présentation de données géographiques précises pour la création et la mise à jour de cartes, plans et autres documents cartographiques."
11002,Opérateur photogrammètre,,عامل المسح التصويري,,10,1,"Opérateur photogrammètre en Algérie : Professionnel qui utilise des techniques de photogrammétrie pour créer des cartes, des modèles et des relevés précis à partir de photographies aériennes ou satellite."
11001,Ingénieur chargé de travaux cartographiques,,مهندس مكلف بالأعمال الخرائطية,,10,1,"Expert technique qui réalise des levés topographiques, élabore des plans et des cartes, fournit des données géographiques précises pour les projets d'aménagement et de construction."
10907,Ingénieur financier,,مهندس مالي,,9,1,"Conseil et assistance aux entreprises en matière de gestion financière, levée de fonds, optimisation de la fiscalité et analyse de risques financiers."
10906,Ingénieur opérations bourse,,مهندس في تداولات البورصة,,9,1,"Analyste financier expert en opérations de bourse, qui conseille et accompagne les clients dans la gestion de leurs investissements sur les marchés financiers."
10905,Economiste de marché financier,,اخصائي اقتصادي في السوق المالي,,9,1,Conseil et analyse des marchés financiers pour aider les investisseurs à prendre des décisions éclairées.
